time,nomatch,match,match_stop 
260,14.9,11.8,14.9 
270,23.4,14.3,23.4 
280,35.7,15.3,35.7 
290,29.3,10.3,29.3 
300,18,14.2,18 
310,0,9.6,0 
320,0,0,0 
330,0,0,0 
340,0,0,0 
350,0,0,0 
353,0,0,0 
