time,page 
0,333.028 
10,622.155 
20,622.155 
30,622.155 
40,622.155 
50,622.155 
60,622.155 
70,622.155 
80,622.155 
90,622.155 
100,622.155 
110,622.155 
120,622.155 
130,622.155 
140,622.155 
150,622.155 
160,622.155 
170,622.155 
180,622.155 
190,622.155 
200,708.337 
210,921.548 
220,1330.278 
230,1729.279 
240,5411.731 
250,13757.089 
260,20645.989 
270,25874.92 
280,25874.92 
290,25874.92 
300,25874.92 
310,25874.92 
320,25874.92 
330,25874.92 
340,25874.92 
350,25874.92 
353,25874.92 
