time,users,connected 
0,2,2 
10,4,1 
20,7,1 
30,9,3 
40,14,5 
50,15,-4 
60,23,13 
70,26,2 
80,29,0 
90,42,19 
100,50,4 
110,50,-12 
120,80,39 
130,102,22 
140,116,-4 
150,146,49 
160,182,32 
170,189,-9 
180,297,132 
190,351,49 
200,359,-3 
210,596,247 
220,719,100 
230,773,77 
240,1899,1051 
250,3636,1773 
260,4503,883 
270,5421,929 
280,5593,176 
290,5647,59 
300,5648,-1698 
310,5648,-3272 
320,5648,-664 
330,5648,-2 
340,5648,0 
350,5648,0 
353,5648,0 
