time,session 
0,118.085 
10,7168.759 
20,20853.251 
30,20853.251 
40,20853.251 
50,20853.251 
60,20941.851 
70,20941.851 
80,20941.851 
90,21639.992 
100,21639.992 
110,21639.992 
120,21639.992 
130,22139.462 
140,22314.214 
150,22881.021 
160,22881.021 
170,23062.005 
180,23062.005 
190,23062.005 
200,23062.005 
210,23062.005 
220,23062.005 
230,24173.045 
240,24211.791 
250,30023.975 
260,35259.972 
270,39859.353 
280,44640.257 
290,48199.317 
300,50959.986 
310,50959.986 
320,50959.986 
330,50959.986 
340,50959.986 
350,50959.986 
353,50959.986 
