time,users,connected 
0,2,2 
10,4,3 
20,4,4 
30,9,7 
40,14,12 
50,9,8 
60,22,21 
70,24,23 
80,24,23 
90,42,42 
100,48,46 
110,36,34 
120,69,73 
130,101,95 
140,90,91 
150,144,140 
160,173,172 
170,158,163 
180,292,295 
190,351,344 
200,341,341 
210,588,588 
220,686,688 
230,765,765 
240,1899,1816 
250,3635,3589 
260,4490,4472 
270,5398,5401 
280,5541,5577 
290,5616,5636 
300,3838,3938 
310,614,666 
320,0,2 
330,0,0 
340,0,0 
350,0,0 
353,0,0 
