time,connect,request 
0,0.829,47.754 
10,0.705,7.609 
20,0.693,6.83 
30,0.671,6.83 
40,0.671,6.83 
50,0.621,6.83 
60,0.621,6.149 
70,0.617,6.149 
80,0.616,5.599 
90,0.589,5.599 
100,0.568,5.599 
110,0.553,5.599 
120,0.517,5.293 
130,0.517,5.293 
140,0.445,5.1 
150,0.439,5.1 
160,0.439,4.954 
170,0.439,4.954 
180,0.439,4.954 
190,0.439,4.954 
200,0.363,4.744 
210,0.363,4.744 
220,0.289,4.744 
230,0.289,4.744 
240,0.289,4.689 
250,0.289,0.644 
260,0.289,0.382 
270,0.289,0.352 
280,0.289,0.352 
290,0.289,0.352 
300,0.289,0.352 
310,0.289,0.352 
320,0.289,0.352 
330,0.289,0.352 
340,0.289,0.352 
350,0.289,0.352 
353,0.289,0.352 
