time,freemem@tsung_controller@ip-172-31-8-98 
0,7277.55078125 
10,7279.64453125 
20,7279.40625 
30,7279.40625 
40,7275.6953125 
50,7275.65234375 
60,7272.9921875 
70,7268.359375 
80,7265.91796875 
90,7266.3828125 
100,7260.0390625 
110,7255.58203125 
120,7250.5390625 
130,7241.68359375 
140,7227.83203125 
150,7224.28515625 
160,7211.4453125 
170,7193.4609375 
180,7183.1796875 
190,7140.44921875 
200,7113.3359375 
210,7111.96875 
220,7015.8828125 
230,6964.83203125 
240,6935.9921875 
250,6681.2734375 
260,6322.2421875 
270,6086.92578125 
280,5968.8203125 
290,5942.37890625 
300,5951.234375 
310,5910.5546875 
320,6738.15234375 
330,7234.53515625 
340,7244.22265625 
350,7246.0625 
353,7247.39453125 
