time,freemem@tsung_controller@ip-172-31-8-98 
0,7277.55078125 
10,7279.64453125 
20,7279.64453125 
30,7279.64453125 
40,7279.64453125 
50,7279.64453125 
60,7279.64453125 
70,7279.64453125 
80,7279.64453125 
90,7279.64453125 
100,7279.64453125 
110,7279.64453125 
120,7279.64453125 
130,7279.64453125 
140,7279.64453125 
150,7279.64453125 
160,7279.64453125 
170,7279.64453125 
180,7279.64453125 
190,7279.64453125 
200,7279.64453125 
210,7279.64453125 
220,7279.64453125 
230,7279.64453125 
240,7279.64453125 
250,7279.64453125 
260,7279.64453125 
270,7279.64453125 
280,7279.64453125 
290,7279.64453125 
300,7279.64453125 
310,7279.64453125 
320,7279.64453125 
330,7279.64453125 
340,7279.64453125 
350,7279.64453125 
353,7279.64453125 
