time,page 
0,24.035 
10,7.976 
20,7.976 
30,7.818 
40,7.492 
50,7.167 
60,6.774 
70,6.774 
80,6.774 
90,6.774 
100,6.098 
110,6.098 
120,6.098 
130,6.098 
140,6.098 
150,6.085 
160,6.085 
170,5.778 
180,5.626 
190,5.626 
200,5.626 
210,5.626 
220,5.626 
230,5.626 
240,5.626 
250,0.412 
260,0.409 
270,0.405 
280,0.401 
290,0.401 
300,0.401 
310,0.401 
320,0.401 
330,0.401 
340,0.401 
350,0.401 
353,0.401 
