time,freemem@tsung_controller@ip-172-31-0-234 
0,7381.88671875 
10,7386.5546875 
20,7385.8359375 
30,7381.58984375 
40,7380.99609375 
50,7380.14453125 
60,7377.46484375 
70,7369.828125 
80,7365.41015625 
90,7359.359375 
100,7356.4140625 
110,7344.59765625 
120,7358.2265625 
130,7350.2265625 
140,7344.53125 
150,7333.125 
160,7315.140625 
170,7293.7578125 
180,7293.1484375 
190,7251.80078125 
200,7222.0 
210,7194.48828125 
220,7124.609375 
230,7059.109375 
240,7025.18359375 
250,6776.22265625 
260,6539.8515625 
270,6527.06640625 
280,6486.609375 
290,6446.890625 
300,6406.05078125 
310,6500.546875 
320,7082.6328125 
330,7345.8515625 
340,7350.984375 
350,7352.66015625 
353,7354.68359375 
