time,size_sent,size_rcv 
0,11.46875,110.45625 
10,26.83984375,214.38125 
20,50.89375,380.98359375 
30,88.95859375,635.73046875 
40,135.825,1032.94765625 
50,209.82421875,1559.6953125 
60,305.15390625,2267.40546875 
70,452.04453125,3398.32109375 
80,565.05859375,4231.4734375 
90,715.06484375,5338.8015625 
100,919.48359375,6944.45 
110,1156.70390625,8564.72421875 
120,1490.8265625,11317.43515625 
130,1902.73359375,14602.8421875 
140,2319.6625,17635.60390625 
150,2978.7015625,23067.24453125 
160,3792.43828125,29655.46484375 
170,4779.81171875,37481.05390625 
180,6122.1328125,48834.43984375 
190,7844.6078125,63607.09296875 
200,9604.81328125,78860.028125 
210,12018.0546875,101402.978125 
220,15408.00625,132897.37890625 
230,18977.98046875,167125.2234375 
240,22423.15859375,200170.4296875 
250,27182.28359375,236059.76171875 
260,33045.1671875,279778.87578125 
270,40772.1125,324302.57578125 
280,50209.89296875,374156.6703125 
290,59887.82109375,424739.5296875 
300,67589.21328125,480160.425 
310,70541.22265625,491123.8953125 
320,70967.0640625,492524.55078125 
330,70967.0640625,492524.55078125 
340,70967.0640625,492524.55078125 
350,70967.0640625,492524.55078125 
353,70967.0640625,492524.55078125 
