time,connect,request 
0,0.6,3 
10,0.7,3.5 
20,1.2,6 
30,1.1,8.6 
40,2.4,11.9 
50,2,16.5 
60,3.9,22.6 
70,4.6,34 
80,4.2,26.3 
90,6,35.3 
100,8.3,49 
110,6.4,53 
120,14.7,81.1 
130,15.8,98.1 
140,12.8,95.5 
150,27.9,157.5 
160,31.2,191.8 
170,33.5,229.2 
180,52.2,318.9 
190,61.2,403.7 
200,64,414 
210,103.1,576.7 
220,119.6,789.5 
230,125.1,833.1 
240,197.1,771.3 
250,249.3,1276.8 
260,239.5,1588 
270,422.3,2400.5 
280,472.5,3084.3 
290,466.1,3123.4 
300,153,2230.7 
310,0,584.8 
320,0,78.6 
330,0,0 
340,0,0 
350,0,0 
353,0,0 
