time,connect,request 
0,11.673,308.376 
10,11.673,308.376 
20,11.673,308.376 
30,11.673,308.376 
40,11.673,308.376 
50,11.673,308.376 
60,11.673,308.376 
70,11.673,308.376 
80,11.673,308.376 
90,11.673,308.376 
100,11.673,308.376 
110,11.673,308.376 
120,11.673,308.376 
130,11.673,308.376 
140,11.673,308.376 
150,11.673,308.376 
160,11.673,308.376 
170,11.673,308.376 
180,16.545,563.566 
190,16.545,563.566 
200,16.545,563.566 
210,19.459,563.566 
220,19.459,1154.821 
230,19.459,1154.821 
240,19.981,3392.729 
250,23.494,4165.797 
260,23.494,4165.797 
270,23.494,4165.797 
280,23.494,4165.797 
290,23.494,4165.797 
300,23.494,4165.797 
310,23.494,4165.797 
320,23.494,4165.797 
330,23.494,4165.797 
340,23.494,4165.797 
350,23.494,4165.797 
353,23.494,4165.797 
