time,page 
0,169.802449944945 
10,108.2627848989955 
20,89.05552324982555 
30,90.01132298181774 
40,88.62243596369053 
50,102.17254612139502 
60,97.33832799009907 
70,107.29852905206569 
80,100.43002138944284 
90,104.80538140463213 
100,97.27028017852389 
110,98.17212330856407 
120,105.41433634249978 
130,98.02100208104906 
140,94.01844607231293 
150,106.77882586182085 
160,102.31072027398463 
170,103.34755025340426 
180,110.33792603748913 
190,109.35203520011788 
200,105.84213526315742 
210,129.1712705190978 
220,196.56436707471693 
230,218.2650427857666 
240,833.343700843355 
250,1944.3473306643407 
260,1986.0257725082697 
270,1695.5570102570832 
280,1432.6982637079036 
290,1328.7897566710044 
300,1490.7152111609712 
310,130.61051631264246 
320,2.9200550607494944 
330,0 
340,0 
350,0 
353,0 
