time,freemem@tsung_controller@ip-172-31-0-234 
0,7381.88671875 
10,7386.5546875 
20,7386.5546875 
30,7386.5546875 
40,7386.5546875 
50,7386.5546875 
60,7386.5546875 
70,7386.5546875 
80,7386.5546875 
90,7386.5546875 
100,7386.5546875 
110,7386.5546875 
120,7386.5546875 
130,7386.5546875 
140,7386.5546875 
150,7386.5546875 
160,7386.5546875 
170,7386.5546875 
180,7386.5546875 
190,7386.5546875 
200,7386.5546875 
210,7386.5546875 
220,7386.5546875 
230,7386.5546875 
240,7386.5546875 
250,7386.5546875 
260,7386.5546875 
270,7386.5546875 
280,7386.5546875 
290,7386.5546875 
300,7386.5546875 
310,7386.5546875 
320,7386.5546875 
330,7386.5546875 
340,7386.5546875 
350,7386.5546875 
353,7386.5546875 
