time,connect,request 
0,3.9703203341236275,64.91388963795723 
10,0.2751765296114107,84.86192678162931 
20,0.20171741785643266,76.26217641221302 
30,1.0818673632823652,71.32721627323855 
40,0.26777275489468466,65.18376671894032 
50,1.02327545167467,73.21873848351098 
60,1.0834065391742727,72.34103251960649 
70,0.292848712853647,69.69091429430249 
80,0.5334990197569558,72.52023683968984 
90,0.5613983580211906,74.69551683635643 
100,0.42551196968804633,73.90373864121472 
110,0.2797674815806869,65.69447858433607 
120,0.5851234476017131,72.89124076821626 
130,0.2942961929737562,69.62073473655023 
140,0.5551733380690524,69.60879063003352 
150,0.43125049740067695,74.60576851963661 
160,0.7467827705358266,72.83703763815492 
170,0.5584497257424141,73.58398626456241 
180,0.9633140902087945,77.66392322539552 
190,0.5179204957669608,74.35800306686902 
200,0.4539844611082349,74.6377321869441 
210,0.8486848160413151,87.234965542184 
220,0.4904762000623158,124.28822283226563 
230,0.5618211538975436,133.29256403503933 
240,0.7082578081273547,513.8055929417637 
250,1.0403548846648496,1054.847677911345 
260,0.5042838059832981,961.9011546429291 
270,0.7097188386676742,907.028369289741 
280,1.429649413822995,848.1126679788111 
290,1.4202000526921172,795.3790865489439 
300,1.757362618791292,822.4138656658887 
310,0,8.608351035080398 
320,0,3.151404293710212 
330,0,0 
340,0,0 
350,0,0 
353,0,0 
