time,users,connected 
0,3,1 
10,5,5 
20,9,9 
30,10,8 
40,11,9 
50,11,11 
60,20,18 
70,19,19 
80,21,21 
90,38,37 
100,45,48 
110,37,38 
120,71,75 
130,88,87 
140,87,86 
150,142,142 
160,189,186 
170,200,201 
180,279,280 
190,329,332 
200,360,358 
210,602,598 
220,704,699 
230,738,734 
240,1846,1759 
250,2749,2744 
260,2851,2851 
270,3762,3763 
280,4020,4022 
290,4085,4084 
300,1663,1725 
310,302,330 
320,0,0 
330,0,0 
340,0,0 
350,0,0 
353,0,0 
