time,users,connected 
0,9,8 
10,28,27 
20,19,20 
30,16,16 
40,31,28 
50,34,34 
60,51,46 
70,61,58 
80,73,74 
90,115,108 
100,179,175 
110,246,244 
120,331,329 
130,430,434 
140,483,478 
150,580,577 
160,718,716 
170,755,758 
180,934,833 
190,1208,840 
200,1278,894 
210,1498,943 
220,873,874 
230,113,129 
240,2,3 
250,0,0 
260,0,0 
269,0,0 
