time,freemem@tsung_controller@ip-172-31-36-20 
0,668.82421875 
10,668.82421875 
20,668.82421875 
30,668.82421875 
40,668.82421875 
50,668.82421875 
60,668.82421875 
70,668.82421875 
80,668.82421875 
90,668.82421875 
100,668.82421875 
110,668.82421875 
120,668.82421875 
130,668.82421875 
140,668.82421875 
150,668.82421875 
160,668.82421875 
170,668.82421875 
180,668.82421875 
190,668.82421875 
200,668.82421875 
210,668.82421875 
220,668.82421875 
230,668.82421875 
240,668.82421875 
250,668.82421875 
260,668.82421875 
269,668.82421875 
