time,size_sent,size_rcv 
0,7.46171875,1498.65546875 
10,35.665625,4511.2078125 
20,79.009375,7548.41484375 
30,116.8078125,9089.128125 
40,156.33359375,14335.47421875 
50,218.86328125,17658.34609375 
60,291.84609375,23709.5625 
70,397.5453125,32792.06640625 
80,520.81796875,41652.240625 
90,666.3125,51769.95546875 
100,809.7015625,62606.21875 
110,954.3703125,73960.5015625 
120,1126.19140625,82574.60234375 
130,1416.09453125,95270.784375 
140,1788.90625,105845.903125 
150,2269.4265625,116554.490625 
160,2829.30859375,126122.1484375 
170,3467.8453125,136783.28359375 
180,4120.86953125,148780.1421875 
190,4958.93359375,158063.18984375 
200,5894.38359375,170774.90390625 
210,6994.1828125,181968.4625 
220,7833.33828125,189518.121875 
230,8475.76328125,198505.10703125 
240,8605.37265625,198612.821875 
250,8607.15859375,198613.1828125 
260,8607.15859375,198613.1828125 
269,8607.15859375,198613.1828125 
