time,page 
0,134.05980952380955 
10,77.6775303030303 
20,82.89897468354431 
30,40.92319402985074 
40,118.53292222222218 
50,69.68548305084745 
60,128.02099315068492 
70,164.72697183098575 
80,249.7218833333333 
90,556.7122518248174 
100,2293.3352918287947 
110,4215.283388692584 
120,3722.658380102039 
130,2532.085048040454 
140,2023.309658823534 
150,1409.3392353780316 
160,982.1548595300268 
170,813.289477011496 
180,837.156157833655 
190,467.9069426115901 
200,486.0436751546876 
210,410.1818493665891 
220,485.8241456425396 
230,988.4159669475066 
240,7.454270270270269 
250,8.761666666666667 
260,0 
269,0 
