time,session 
20,18041.05209090909 
30,18982.517875000005 
40,17804.329 
50,18683.898076923077 
60,18117.940166666667 
70,18270.70638095238 
80,18393.528599999998 
90,19655.838799999994 
100,22839.27988888889 
110,28394.626789473685 
120,34538.06763157894 
130,36470.89764285715 
140,36605.63612499999 
150,32389.11828901735 
160,30662.96932812502 
170,24844.390996415754 
180,23458.279414110428 
190,23399.85248843928 
200,21275.33689753322 
210,20804.603982539684 
220,20491.827606400013 
230,21094.323260526253 
240,27636.031981981967 
250,34773.4115 
260,0 
269,0 
