time,session 
20,21051.891 
30,21841.126 
40,22536.108 
50,22536.108 
60,23299.606 
70,23299.606 
80,23299.606 
90,23635.618 
100,26298.731 
110,34605.039 
120,41537.801 
130,45866.506 
140,53709.397 
150,53709.397 
160,57662.475 
170,61095.519 
180,61095.519 
190,61095.519 
200,61095.519 
210,61095.519 
220,61095.519 
230,61095.519 
240,61095.519 
250,61095.519 
260,61095.519 
269,61095.519 
