time,users,connected 
0,9,8 
10,28,19 
20,28,-7 
30,28,-4 
40,31,12 
50,34,6 
60,51,12 
70,63,12 
80,75,16 
90,115,34 
100,179,67 
110,246,69 
120,331,85 
130,435,105 
140,483,44 
150,580,99 
160,718,139 
170,792,42 
180,934,75 
190,1208,7 
200,1299,54 
210,1617,49 
220,1617,-69 
230,1617,-745 
240,1617,-126 
250,1617,-3 
260,1617,0 
269,1617,0 
