time,page 
0,133.7532198176282 
10,90.60940306599727 
20,126.88958526743293 
30,67.47965668861318 
40,121.05173897224715 
50,114.16932214691913 
60,139.37800126562774 
70,170.6770203146638 
80,279.17725600990445 
90,478.21131743660254 
100,750.6398569922843 
110,945.4517353371597 
120,3326.2237419159883 
130,3888.6489604167527 
140,3360.1239315827506 
150,2584.5494337849755 
160,2232.775483120571 
170,2162.2441178040335 
180,2189.151913859308 
190,1580.267036770198 
200,1668.7626949294452 
210,1509.3799550173699 
220,1730.1056354846828 
230,1999.868670861406 
240,4.1464759029132745 
250,0.0897416043736434 
260,0 
269,0 
