time,users,connected 
0,5,5 
10,5,-1 
20,5,-2 
30,13,11 
40,13,-9 
50,13,-4 
60,14,8 
70,14,1 
80,14,4 
90,27,13 
100,27,-6 
110,27,2 
120,54,19 
130,54,-7 
140,54,12 
150,90,34 
160,90,-14 
170,90,18 
180,413,324 
190,739,330 
200,1088,345 
210,1308,209 
220,1308,-37 
230,1308,15 
240,1308,-1230 
250,1308,-40 
260,1308,0 
270,1308,0 
280,1308,0 
290,1308,0 
292,1308,0 
