time,cpu@tsung_controller@ip-172-31-53-64 
0,7.038816792794867 
10,0.4 
20,0.40060090135202797 
30,0.4495504495504496 
40,0.9495252373813095 
50,0.45045045045045046 
60,0.45045045045045046 
70,0.999000999000999 
80,0.9004502251125562 
90,1.098901098901099 
100,2.136115250869349 
110,2.2399203583872573 
120,2.0398009950248754 
130,4.769001490312966 
140,3.2418952618453867 
150,3.746253746253746 
160,8.759842519685039 
170,8.98379970544919 
180,8.486352357320099 
190,11.575239053850025 
200,12.14392803598201 
210,13.710879284649776 
220,23.90194075587334 
230,23.517382413087933 
240,25.816172777498746 
250,12.646013204672425 
260,0.050075112669003496 
270,0.09995002498750624 
280,0.19990004997501248 
290,0.05 
292,0.050075112669003496 
