time,users_count,finish_users_count 
0,1,0.7 
10,0.9,0.8 
20,0.9,1.1 
30,2.7,1.7 
40,1.9,2.8 
50,1.6,1.9 
60,3.3,2.4 
70,3.9,3.8 
80,4.5,4.3 
90,7.2,5.9 
100,8.4,9 
110,8.3,8.1 
120,15.4,13.8 
130,14.5,14.2 
140,14.9,14.2 
150,30.3,26.9 
160,29.3,30.8 
170,29.8,27.6 
180,56.6,24.1 
190,59.5,27 
200,62.3,27.4 
210,117.1,97.1 
220,123.7,127.1 
230,125.8,124 
240,14,141.1 
250,0,0 
260,0,0 
270,0,0 
280,0,0 
290,0,0 
292,0,0 
