time,session 
0,2147.6905714285713 
10,2467.5292499999996 
20,2642.9772727272734 
30,2492.3215294117654 
40,2319.3417857142863 
50,2297.896947368421 
60,2323.7559166666665 
70,2257.921605263158 
80,2433.9437209302328 
90,2296.311915254237 
100,2361.6494666666663 
110,2362.615234567903 
120,2413.677673913045 
130,2401.002725352111 
140,2359.4099225352106 
150,2388.5091933085473 
160,2392.4702077922066 
170,2433.4534999999983 
180,4221.036302904565 
190,9500.690411111113 
200,15434.444810218976 
210,13545.685424304844 
220,10993.668592446871 
230,10065.385283870968 
240,11154.989907866782 
250,0 
260,0 
270,0 
280,0 
290,0 
292,0 
