time,users_count,finish_users_count 
0,10,7 
10,19,15 
20,28,26 
30,55,43 
40,74,71 
50,90,90 
60,123,114 
70,162,152 
80,207,195 
90,279,254 
100,363,344 
110,446,425 
120,600,563 
130,745,705 
140,894,847 
150,1197,1116 
160,1490,1424 
170,1788,1700 
180,2354,1941 
190,2949,2211 
200,3572,2485 
210,4743,3456 
220,5980,4727 
230,7238,5967 
240,7378,7378 
250,7378,7378 
260,7378,7378 
270,7378,7378 
280,7378,7378 
290,7378,7378 
292,7378,7378 
