time,connect,request 
0,1.118,6.38 
10,1.118,6.192 
20,1.118,6.192 
30,1.059,6.117 
40,1.059,5.549 
50,1.059,5.549 
60,0.991,5.549 
70,0.991,5.549 
80,0.991,5.549 
90,0.991,5.181 
100,0.991,5.181 
110,0.991,4.972 
120,0.971,4.848 
130,0.971,4.848 
140,0.933,4.848 
150,0.912,4.848 
160,0.908,4.848 
170,0.896,4.774 
180,0.88,4.774 
190,0.833,4.774 
200,0.833,0.879 
210,0.753,0.806 
220,0.753,0.805 
230,0.753,0.805 
240,0.753,0.805 
250,0.753,0.805 
260,0.753,0.805 
270,0.753,0.805 
280,0.753,0.805 
290,0.753,0.805 
292,0.753,0.805 
