time,size_sent,size_rcv 
0,33.94375,269.18515625 
10,38.73046875,312.46328125 
20,36.02265625,263.69140625 
30,91.56328125,754.26484375 
40,90.78046875,683.63359375 
50,72.771875,548.3609375 
60,114.85859375,922.19765625 
70,155.09375,1213.09609375 
80,178.18828125,1378.7765625 
90,276.93125,2208.90234375 
100,346.20546875,2666.1265625 
110,334.509375,2621.72109375 
120,589.4234375,4636.87109375 
130,577.08671875,4475.0625 
140,605.71953125,4759.17421875 
150,1177.80546875,9326.62578125 
160,1193.38359375,9258.81328125 
170,1181.34921875,9312.16796875 
180,1558.28203125,11106.42890625 
190,1686.22265625,12296.21015625 
200,1718.96640625,12095.59375 
210,3625.2515625,15149.778125 
220,3766.80859375,15973.3890625 
230,3747.89921875,16482.725 
240,2528.2078125,20393.88046875 
250,33.31015625,125.79140625 
260,0,0 
270,0,0 
280,0,0 
290,0,0 
292,0,0 
