time,users,connected 
0,3,5 
10,4,4 
20,2,2 
30,12,13 
40,3,4 
50,0,0 
60,9,8 
70,10,9 
80,12,13 
90,25,26 
100,19,20 
110,21,22 
120,37,41 
130,40,34 
140,47,46 
150,81,80 
160,66,66 
170,88,84 
180,413,408 
190,738,738 
200,1087,1083 
210,1287,1292 
220,1253,1255 
230,1271,1270 
240,0,40 
250,0,0 
260,0,0 
270,0,0 
280,0,0 
290,0,0 
292,0,0 
