time,page 
0,131.49400000000006 
10,124.46917241379312 
20,104.72071428571424 
30,134.4749242424242 
40,109.17776470588238 
50,109.61870909090909 
60,121.91569047619048 
70,122.65805263157895 
80,119.5099318181819 
90,123.63370297029702 
100,115.31173076923079 
110,120.84638306451619 
120,122.77973853211012 
130,118.72968224299072 
140,121.13391071428569 
150,147.92721296296273 
160,137.22772951739572 
170,139.6475436781608 
180,1052.9793245033118 
190,3023.541724077325 
200,4986.57760118544 
210,3454.049609842866 
220,2739.372345662586 
230,2727.331670207118 
240,3555.744372571869 
250,26.875075 
260,0 
270,0 
280,0 
290,0 
292,0 
