time,session 
0,5249.660333333333 
10,5649.8258235294115 
20,5871.7412857142845 
30,6160.762857142857 
40,5734.5405 
50,5743.615999999998 
60,5995.160071428572 
70,6377.677162162162 
80,6322.924171428571 
90,6492.9184375 
100,7472.77993617021 
110,13458.765821428573 
120,17722.92202777778 
130,16177.451418181834 
140,20276.11075714286 
150,17935.004440594053 
160,12419.98302348993 
170,11735.000485294118 
180,10233.712970000006 
190,8844.111295489878 
200,8676.811478758167 
210,8044.610295238096 
220,7218.899042207793 
230,7062.1509519685005 
240,7848.848435193945 
247,10173.78565217392 
