time,page 
0,235.996 
10,273.815 
20,273.815 
30,273.815 
40,490.047 
50,535.205 
60,1023.167 
70,1023.167 
80,1052.629 
90,1575.189 
100,3146.304 
110,7424.979 
120,10997.863 
130,16218.214 
140,18806.644 
150,18806.644 
160,18806.644 
170,18806.644 
180,18806.644 
190,18806.644 
200,18806.644 
210,18806.644 
220,18806.644 
230,18806.644 
240,18806.644 
247,18806.644 
