time,size_sent,size_rcv 
0,15.5890625,40.6109375 
10,75.0515625,203.54140625 
20,29.603125,79.19921875 
30,36.4890625,95.51953125 
40,86.6625,238.36796875 
50,123.25234375,325.309375 
60,84.53515625,221.6765625 
70,159.646875,441.30703125 
80,160.73515625,418.1875 
90,188.03125,515.7765625 
100,237.2765625,625.09765625 
110,255.45546875,735.1359375 
120,272.7796875,644.6578125 
130,454.64375,647.9671875 
140,527.14921875,1006.35078125 
150,667.61953125,1065.91171875 
160,838.94453125,1355.14140625 
170,934.63671875,1508.91640625 
180,1125.11953125,1855.34921875 
190,1527.1453125,2374.59453125 
200,1421.51953125,2194.9390625 
210,1794.82578125,2688.11015625 
220,2430.64453125,3663.66015625 
230,2484.13984375,3711.9546875 
240,1912.5234375,3356.77109375 
247,192.484375,296.66484375 
