time,load@tsung_controller@ip-172-31-54-218 
0,0.140625 
10,0.12109375 
20,0.1015625 
30,0.08984375 
40,0.0703125 
50,0.05859375 
60,0.05078125 
70,0.0390625 
80,0.0390625 
90,0.03125 
100,0.01953125 
110,0.01953125 
120,0.01953125 
130,0.01171875 
140,0.01171875 
150,0.01171875 
160,0.01171875 
170,0.01171875 
180,0.0 
190,0.0 
200,0.0 
210,0.078125 
220,0.0703125 
230,0.05859375 
240,0.05078125 
247,0.19140625 
