time,users,connected 
0,9,8 
10,13,-2 
20,13,-2 
30,13,2 
40,15,4 
50,23,0 
60,28,17 
70,32,-7 
80,32,5 
90,52,26 
100,83,31 
110,148,64 
120,248,97 
130,283,34 
140,285,3 
150,347,67 
160,389,1 
170,399,10 
180,534,163 
190,570,15 
200,570,-16 
210,882,342 
220,904,-16 
230,915,29 
240,915,-740 
247,915,-135 
