time,page 
0,100.08825 
10,85.24024242424242 
20,68.37220833333332 
30,80.72877777777776 
40,106.34120481927711 
50,108.56851351351352 
60,190.14728000000005 
70,134.81321212121213 
80,155.93330128205127 
90,286.7955028248586 
100,702.0555423728815 
110,2343.844247863248 
120,3417.579951890029 
130,2626.9432089285756 
140,3975.7334444444423 
150,2183.4667084708485 
160,1578.6945433571998 
170,1433.1684608632056 
180,1011.9978470469476 
190,753.5507892925446 
200,807.2262046881519 
210,519.7973877336119 
220,407.10615671342777 
230,392.55761564356567 
240,842.5437540494444 
247,714.538610738255 
