time,users,connected 
0,8,8 
10,5,6 
20,3,4 
30,9,6 
40,11,10 
50,8,10 
60,27,27 
70,19,20 
80,28,25 
90,51,51 
100,82,82 
110,147,146 
120,248,243 
130,269,277 
140,280,280 
150,346,347 
160,351,348 
170,357,358 
180,523,521 
190,536,536 
200,522,520 
210,879,862 
220,886,846 
230,872,875 
240,69,135 
247,0,0 
