time,page 
0,106.0538954941763 
10,96.51019868901672 
20,74.53845371128233 
30,87.84742170655501 
40,97.27218989512893 
50,77.91176217530844 
60,89.26120850695115 
70,89.25694877517003 
80,96.7558132963769 
90,105.2755148132939 
100,122.22935189362344 
110,97.49470534944801 
120,471.9698758845435 
130,805.494522461626 
140,940.8716982316613 
150,1514.1251425497937 
160,2032.7566780003665 
170,1561.3518210983461 
180,1263.628209005999 
190,1463.1577790966583 
200,1341.3770305488513 
210,1083.028582865315 
220,1053.442348809725 
230,851.6003767060903 
240,964.4144731484369 
