time,users_count,finish_users_count 
0,1,0 
10,1.1,0 
20,0.9,1 
30,1.8,1.2 
40,2.5,1.2 
50,1.7,2.1 
60,3.8,2.2 
70,3.9,1.9 
80,3.9,3.9 
90,6.4,4.4 
100,5.9,4.4 
110,5.9,6.3 
120,14.4,4.8 
130,15.6,3.4 
140,16.3,4.7 
150,32.8,11.5 
160,32.1,14.6 
170,30.3,28.1 
180,53.9,38.5 
190,59.5,34.2 
200,62.1,53.1 
210,116.9,61.1 
220,123.9,74 
230,120.3,118.6 
240,15.5,120.1 
