time,connect,request 
0,12.952,267.2 
10,12.952,297.002 
20,12.952,297.002 
30,12.952,297.002 
40,12.952,494.405 
50,12.952,494.405 
60,12.952,494.405 
70,12.952,494.405 
80,12.952,511.88 
90,12.952,595.436 
100,12.952,595.436 
110,12.952,595.436 
120,12.952,2047.327 
130,13.697,3071.37 
140,13.697,3255.068 
150,19.798,4075.718 
160,19.798,5555.432 
170,19.798,5555.432 
180,19.798,5555.432 
190,19.798,5555.432 
200,19.798,5555.432 
210,19.798,5555.432 
220,19.798,5555.432 
230,19.798,5555.432 
240,19.798,5555.432 
