time,connect,request 
0,3.630203313695451,106.0538954941763 
10,0.14170124577982907,94.40756428392685 
20,0.9038380850299553,67.84384399611291 
30,1.1857282229436563,80.90951520144792 
40,0.15054808667000724,91.94201508242158 
50,0.795847874600525,70.28134286138373 
60,1.5368593302837599,82.70094924761264 
70,0.33069068238487387,83.9034156943381 
80,0.21672355519186187,88.84809802297995 
90,0.36418806658896025,98.50475480082113 
100,0.48641085244889765,108.88081797021736 
110,0.3188187725373495,87.38249155814358 
120,0.8207737110042328,431.6207380530077 
130,1.2742836756761322,724.2512646450275 
140,0.2820122520465846,758.5380482628385 
150,1.2771710105325118,1175.4374156933943 
160,0.6473382481412232,1697.2012669265746 
170,0.5018055084631542,1222.9858340626702 
180,0.5557630517619078,1000.5463773225738 
190,0.4050182958550163,1248.007241977897 
200,0.40829626468993696,1125.6532784749154 
210,0.5396375325986209,911.7277066264335 
220,0.4845876815872541,934.9383116677772 
230,0.477058369891284,732.8037339209643 
240,0.5592053059879857,772.0117705334675 
