time,freemem@tsung_controller@ip-172-31-45-17 
0,672.91015625 
10,674.765625 
20,674.765625 
30,674.765625 
40,674.765625 
50,674.765625 
60,674.765625 
70,674.765625 
80,674.765625 
90,674.765625 
100,674.765625 
110,674.765625 
120,674.765625 
130,674.765625 
140,674.765625 
150,674.765625 
160,674.765625 
170,674.765625 
180,674.765625 
190,674.765625 
200,674.765625 
210,674.765625 
220,674.765625 
230,674.765625 
240,674.765625 
250,674.765625 
260,674.765625 
270,674.765625 
280,674.765625 
290,674.765625 
293,674.765625 
