time,connect,request 
0,1.294,8.47 
10,1.246,7.391 
20,1.13,6.946 
30,1.064,6.946 
40,1.064,6.848 
50,1.064,6.848 
60,1.064,6.848 
70,1.064,6.434 
80,1.064,6.292 
90,1.007,6.088 
100,1.007,6.088 
110,1.007,6.088 
120,1.007,6.021 
130,1.007,6.021 
140,1.007,6.021 
150,1.007,0.682 
160,1.007,0.68 
170,0.896,0.679 
180,0.833,0.67 
190,0.815,0.39 
200,0.794,0.39 
210,0.794,0.39 
220,0.791,0.39 
230,0.778,0.39 
240,0.778,0.39 
250,0.778,0.39 
260,0.778,0.39 
270,0.778,0.39 
280,0.778,0.39 
290,0.778,0.39 
293,0.778,0.39 
