time,users_count,finish_users_count 
0,8,0 
10,19,0 
20,30,11 
30,45,26 
40,67,32 
50,82,52 
60,114,71 
70,162,91 
80,193,126 
90,278,169 
100,343,207 
110,409,286 
120,564,347 
130,731,397 
140,900,455 
150,1134,565 
160,1460,720 
170,1783,931 
180,2331,1297 
190,2957,1661 
200,3629,2202 
210,4709,2869 
220,5940,3600 
230,7158,4721 
240,7442,5941 
250,7442,7231 
260,7442,7442 
270,7442,7442 
280,7442,7442 
290,7442,7442 
293,7442,7442 
