time,connect,request 
0,10.964,238.025 
10,10.964,238.148 
20,10.964,238.148 
30,10.964,238.148 
40,10.964,242.958 
50,10.964,242.958 
60,10.964,245.11 
70,10.964,287.701 
80,10.964,287.701 
90,10.964,924.845 
100,10.964,924.845 
110,10.964,924.845 
120,10.964,1556.944 
130,15.079,3084.179 
140,15.079,3372.227 
150,15.087,4468.41 
160,15.087,4468.41 
170,15.087,4468.41 
180,23.051,4468.41 
190,23.051,4623.14 
200,23.051,4623.14 
210,23.051,4623.14 
220,23.051,4623.14 
230,23.051,4805.43 
240,23.051,4805.43 
250,23.051,4805.43 
260,23.051,4805.43 
270,23.051,4805.43 
280,23.051,4805.43 
290,23.051,4805.43 
293,23.051,4805.43 
