time,size_sent,size_rcv 
0,3.7,29.20703125 
10,27.1421875,139.375 
20,76.7640625,321.97109375 
30,121.86640625,456.91015625 
40,180.57734375,706.7890625 
50,256.4,932.05703125 
60,340.64140625,1253.9375 
70,467.3171875,1775.33125 
80,626.77578125,2275.40625 
90,811.725,2980.5109375 
100,1062.2015625,3947.73984375 
110,1365.6046875,4894.8046875 
120,1684.2375,6016.11953125 
130,2077.24296875,7566.928125 
140,2554.3125,9158.4546875 
150,3098.84453125,10972.72578125 
160,3883.540625,12645.93046875 
170,4817.6390625,14593.61171875 
180,6033.6796875,16616.84921875 
190,7362.609375,18974.09765625 
200,8962.54609375,21494.78984375 
210,10773.1796875,24332.70546875 
220,12846.7171875,27691.50234375 
230,15221.0453125,31737.2140625 
240,17379.56171875,35252.7359375 
250,19689.928125,38868.7 
260,20028.2765625,39205.45078125 
270,20028.2765625,39205.45078125 
280,20028.2765625,39205.45078125 
290,20028.2765625,39205.45078125 
293,20028.2765625,39205.45078125 
