time,users,connected 
0,8,8 
10,19,18 
20,19,19 
30,19,22 
40,35,35 
50,30,32 
60,43,42 
70,71,72 
80,67,64 
90,109,108 
100,136,141 
110,123,122 
120,217,210 
130,334,334 
140,445,444 
150,569,566 
160,740,739 
170,852,786 
180,1034,804 
190,1296,859 
200,1427,916 
210,1840,981 
220,2340,1105 
230,2437,1187 
240,1501,1135 
250,211,264 
260,0,0 
270,0,0 
280,0,0 
290,0,0 
293,0,0 
