time,page 
0,60.41671428571429 
10,54.66525000000003 
20,52.68589772727273 
30,37.05285333333332 
40,58.3620847457627 
50,39.060832 
60,54.34716352201263 
70,52.32706299212599 
80,46.85756981132077 
90,104.62982072829129 
100,71.81398529411781 
110,62.54533399999995 
120,202.55681849315098 
130,979.6810779392329 
140,1967.358156521741 
150,2221.99364689265 
160,1362.667277777777 
170,1207.4034615023472 
180,873.1243461267627 
190,716.1700224179375 
200,570.3627376126141 
210,455.75722690582893 
220,329.34122893014626 
230,324.4596629776338 
240,397.0873219368797 
250,176.25342590206213 
260,13.37065734265735 
270,0 
280,0 
290,0 
293,0 
