time,cpu@tsung_controller@ip-172-31-45-17 
0,5.640515021459228 
10,0.5991013479780329 
20,0.4 
30,0.7976071784646062 
40,0.7492507492507493 
50,0.798004987531172 
60,0.7944389275074478 
70,1.4413518886679921 
80,1.0494752623688157 
90,1.347305389221557 
100,1.9860973187686197 
110,2.0438683948155534 
120,2.432969215491559 
130,3.76051459673429 
140,5.276134122287968 
150,5.192878338278932 
160,7.289628180039139 
170,7.825656265477959 
180,12.870325400679942 
190,18.929254302103253 
200,23.649289099526065 
210,27.07547169811321 
220,33.164673413063475 
230,38.13049514113836 
240,41.86580882352941 
250,33.41198678621991 
260,12.375249500998004 
270,1.2980529206190714 
280,0.2 
290,0.2001000500250125 
293,0.24987506246876562 
