time,session 
20,1479.4339291553601 
30,1506.6502763226276 
40,2404.744326346133 
50,1632.135465445773 
60,1768.8900909087024 
70,1887.8221669032519 
80,1776.5142259567483 
90,1539.5139457391501 
100,2118.798996107349 
110,1707.1384967088331 
120,2181.178579270661 
130,2313.9255754775877 
140,2249.7504125874 
150,2636.308582884447 
160,3980.2904027529 
170,5847.420574809725 
180,5374.408420017152 
190,5237.26966608406 
200,4388.260303328004 
210,4037.697641635873 
220,3957.769286201134 
230,3339.3214210053816 
240,3309.913881274794 
250,2887.044456822383 
260,2095.598779365936 
270,0 
280,0 
290,0 
293,0 
