time,users_count,finish_users_count 
0,8,0 
10,16,2 
20,28,11 
30,41,19 
40,71,30 
50,83,45 
60,112,73 
70,144,87 
80,187,114 
90,258,144 
100,338,176 
110,409,210 
120,583,257 
130,730,307 
140,902,391 
150,1180,572 
160,1538,788 
170,1847,1069 
180,2368,1419 
190,2985,1783 
200,3607,2297 
210,4687,2954 
220,5890,3666 
230,7168,4773 
240,7362,5991 
250,7362,7179 
260,7362,7362 
270,7362,7362 
280,7362,7362 
290,7362,7362 
292,7362,7362 
