time,502,200,302 
120,1.6,45.8,12.4 
130,56,22.9,9.5 
140,74.3,41.8,11.9 
150,126.4,41.5,16.3 
160,207,29.7,14.5 
170,246.7,28.7,13.7 
180,286.8,37.2,16 
190,404.2,26.9,13.7 
200,486.8,36.3,17 
210,610.2,39.3,17.6 
220,856.7,31,13.5 
230,1035.2,36.5,17.5 
240,765.4,60,30.9 
250,56.3,238.8,180.9 
260,0,24.9,22.7 
270,0,0,0 
280,0,0,0 
290,0,0,0 
292,0,0,0 
