time,users_count,finish_users_count 
0,0.8,0 
10,0.8,0.2 
20,1.2,0.9 
30,1.3,0.8 
40,3,1.1 
50,1.2,1.5 
60,2.9,2.8 
70,3.2,1.4 
80,4.3,2.7 
90,7.1,3 
100,8,3.2 
110,7.1,3.4 
120,17.4,4.7 
130,14.7,5 
140,17.2,8.4 
150,27.8,18.1 
160,35.8,21.6 
170,30.9,28.1 
180,52.1,35 
190,61.7,36.4 
200,62.2,51.4 
210,108,65.7 
220,120.3,71.2 
230,127.8,110.7 
240,19.4,121.8 
250,0,118.8 
260,0,18.3 
270,0,0 
280,0,0 
290,0,0 
292,0,0 
