time,load@tsung_controller@ip-172-31-50-238 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0 
150,0.0 
160,0.0 
170,0.1484375 
180,0.12890625 
190,0.109375 
200,0.08984375 
210,0.078125 
220,0.05859375 
230,0.05078125 
240,0.2890625 
250,0.23828125 
260,0.19921875 
270,0.171875 
280,0.1484375 
290,0.12109375 
292,0.1015625 
