time,page 
0,95.59444227634262 
10,95.20880863726894 
20,76.55944203060108 
30,72.68965423976032 
40,169.41238352340997 
50,100.33289381084874 
60,120.51255290915034 
70,123.51429236816807 
80,187.13034184839768 
90,302.83673835988134 
100,584.7748008600332 
110,838.8976199132966 
120,900.015846832333 
130,2832.177117894842 
140,2721.507315015346 
150,2018.6650960724432 
160,1888.163669831065 
170,1961.8374692604655 
180,1815.8237163705933 
190,1559.9967959249893 
200,1453.9478907944165 
210,1082.9358039939762 
220,1089.2724276175145 
230,970.6388334408075 
240,1055.1738565209932 
250,310.01317326941535 
260,6.520054565751345 
270,0 
280,0 
290,0 
292,0 
