time,connect,request 
0,10.147,247.129 
10,10.147,337.221 
20,10.147,337.221 
30,10.147,337.221 
40,10.147,818.119 
50,10.147,818.119 
60,10.147,818.119 
70,10.147,818.119 
80,10.147,818.119 
90,10.147,1305.263 
100,10.147,2417.166 
110,10.147,3416.054 
120,14.509,3416.054 
130,14.509,7256.478 
140,22.469,7256.478 
150,22.469,7256.478 
160,22.469,7256.478 
170,22.469,7256.478 
180,22.469,7256.478 
190,22.469,7256.478 
200,22.469,7256.478 
210,22.469,7256.478 
220,22.469,7256.478 
230,22.469,7256.478 
240,22.469,7256.478 
250,22.469,7256.478 
260,22.469,7256.478 
270,22.469,7256.478 
280,22.469,7256.478 
290,22.469,7256.478 
292,22.469,7256.478 
