time,session 
10,16552.357 
20,21004.943 
30,22104.046 
40,22104.046 
50,22104.046 
60,23182.198 
70,23182.198 
80,23182.198 
90,23182.198 
100,24455.42 
110,29096.05 
120,32273.391 
130,39227.505 
140,42711.998 
150,43318.232 
160,48079.938 
170,55915.993 
180,55915.993 
190,55915.993 
200,55915.993 
210,55915.993 
220,55915.993 
230,55915.993 
240,55915.993 
250,55915.993 
260,55915.993 
270,55915.993 
280,55915.993 
290,55915.993 
292,55915.993 
