time,connect,request 
0,0.7,1.6 
10,0.7,4.8 
20,1.4,8.8 
30,1.1,8.8 
40,3.1,15.5 
50,1.3,19.5 
60,2.8,20.7 
70,3.3,19.6 
80,4.3,29.9 
90,6.9,37 
100,8,43.3 
110,7.1,53.2 
120,17.3,59.8 
130,14.6,88.3 
140,17.3,128.1 
150,27.5,184.2 
160,36.1,251.2 
170,30.7,289.1 
180,88.9,340 
190,244.9,444.8 
200,324.3,540.2 
210,425.6,667.1 
220,579.9,901.2 
230,659.7,1089.1 
240,460.7,856.4 
250,52.8,476 
260,0,47.6 
270,0,0 
280,0,0 
290,0,0 
292,0,0 
