time,page 
0,247.129 
10,348.537 
20,348.537 
30,348.537 
40,818.119 
50,818.119 
60,818.119 
70,818.119 
80,889.712 
90,1638.062 
100,3656.795 
110,5291.894 
120,5444.949 
130,10314.58 
140,11558.867 
150,11558.867 
160,11558.867 
170,11558.867 
180,11558.867 
190,11558.867 
200,11558.867 
210,11558.867 
220,11558.867 
230,11558.867 
240,11558.867 
250,11558.867 
260,11558.867 
270,11558.867 
280,11558.867 
290,11558.867 
292,11558.867 
