time,page 
0,72.16799999999999 
10,64.52809090909089 
20,49.83681159420289 
30,42.86052173913044 
40,119.59113868613134 
50,59.92084313725485 
60,80.32619745222924 
70,76.8850736196319 
80,133.1024065040651 
90,235.19039000000018 
100,911.7612486338795 
110,1678.6388451025055 
120,2140.547482617587 
130,1973.5461702944958 
140,2077.827385397417 
150,1300.8478188057638 
160,857.8872392667633 
170,827.0921418039885 
180,762.5772244593581 
190,499.70572653502757 
200,493.3338821596244 
210,335.7510389610375 
220,258.0247444042342 
230,235.66086042444007 
240,340.02034396135195 
250,522.865066217732 
260,15.422163865546215 
270,0 
280,0 
290,0 
292,0 
